A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,heat capacity
2.98511,0.8711,0.76416,3.2857,79.67,-0.3288,0.0044,0.3332,1492.4206,0.158318,35.285
1.79409,1.03773,0.78626,0.5381,95.14,-0.2574,0.0561,0.3135,1646.8679,0.225738,42.71
1.60627,1.31157,1.24923,1.7963,81.94,-0.2396,-0.0294,0.2102,1303.3279,0.201558,40.507
2.08118,1.18933,0.83813,2.6977,80.86,-0.2455,0.0521,0.2976,1412.3638,0.179389,39.999
3.15972,0.73395,0.63848,1.1616,91.84,-0.23,0.0565,0.2865,1862.211,0.201888,40.775
3.26915,0.68873,0.59616,2.1015,76.94,-0.2484,-0.0213,0.227,1831.7431,0.179068,37.721
1.99525,1.15808,0.82006,3.1737,76.41,-0.276,0.0012,0.2773,1449.8648,0.179609,37.899
2.10674,1.0346,0.72722,3.0978,76.1,-0.2542,-0.0002,0.254,1512.3784,0.133635,35.269
2.0416,1.39996,1.14449,3.4294,77.36,-0.2497,0.0208,0.2705,1190.4378,0.158188,35.953
2.19813,1.22719,1.17881,3.7153,77.03,-0.2535,0.026,0.2796,1204.1266,0.157946,36.754
2.99663,1.49689,1.26245,2.7875,77,-0.239,0.0617,0.3007,1074.2418,0.170837,32.81
2.49436,1.31428,1.25555,1.8453,85.55,-0.2295,0.0842,0.3137,1203.1756,0.203618,37.662
2.27696,1.57375,1.39001,2.9491,72.53,-0.2236,-0.0246,0.199,1048.4693,0.145215,33.308
2.6423,1.28556,1.14354,0.9491,77.49,-0.246,0.0647,0.3107,1185.0565,0.183313,34.598
2.79671,1.11033,0.96202,1.0229,89.37,-0.2404,0.0784,0.3187,1399.9614,0.225871,41.119
2.78965,1.12777,0.94026,0.8334,93.47,-0.2348,0.0557,0.2906,1374.2232,0.202345,41.015
2.79729,1.12782,0.9996,4.9486,68.25,-0.2618,0.0071,0.2689,1238.9719,0.145492,35.291
3.35932,0.79587,0.7218,3.1251,84.3,-0.236,-0.0213,0.2147,1647.1925,0.190745,37.955
2.53545,1.33471,1.21628,1.6563,78.18,-0.2449,0.0632,0.3081,1176.0532,0.179545,37.024
2.50692,1.23265,1.09213,2.7235,75.17,-0.2432,0.0294,0.2726,1212.8421,0.171149,35.063
2.42203,1.24871,1.20074,2.2696,81.32,-0.2397,0.0594,0.2991,1241.3345,0.202268,40.139
2.87862,1.40301,1.22758,3.3678,74.16,-0.246,0.065,0.311,1096.8002,0.171436,33.36
2.33073,1.30427,1.13674,1.3487,87.58,-0.2598,0.0694,0.3291,1274.7438,0.228971,39.447
2.57646,1.17087,0.94156,2.0268,81.04,-0.2425,0.0436,0.2861,1317.108,0.168354,37.659
2.2147,1.36891,0.97737,6.1957,75.08,-0.2417,0.0299,0.2716,1248.5398,0.172062,34.292
1.82044,1.65885,1.02545,4.1934,78.07,-0.2688,0.0139,0.2828,1254.4568,0.180775,36.101
2.68595,1.3408,1.11415,2.8766,74.1,-0.2295,0.052,0.2815,1155.7575,0.171142,33.973
2.08491,1.49636,1.02156,4.1823,80.85,-0.2444,0.0227,0.2672,1237.6601,0.170024,37.467
2.34824,1.27603,1.02266,5.4261,82.21,-0.2537,0.0401,0.2938,1272.4315,0.181822,36.763
2.72951,1.05958,0.94463,0.15,92.81,-0.2549,0.0851,0.34,1431.4347,0.229517,37.472
1.90663,1.40046,1.10415,2.4755,79.46,-0.2406,0.0179,0.2584,1259.6092,0.18146,37.959
2.55042,1.23043,0.9857,1.9151,71.85,-0.2685,-0.0704,0.198,1222.571,0.131847,33.18
2.27449,1.14614,0.97877,2.8323,79.71,-0.2431,-0.0185,0.2245,1339.6464,0.178859,37.172
2.09624,1.75138,1.1642,2.0735,67.94,-0.2386,0.02,0.2586,1089.379,0.146584,33.691
2.14513,1.52505,1.25809,3.7353,70.26,-0.2306,-0.0386,0.192,1081.1521,0.134867,32.774
3.60844,0.75332,0.68089,2.3142,72.64,-0.2557,-0.0265,0.2292,1629.5846,0.15661,34.484
2.37006,1.4278,1.1981,1.6829,85.97,-0.2002,0.0733,0.2735,1191.9118,0.193263,35.478
2.10371,1.75247,1.18395,1.4413,82.34,-0.2477,0.0716,0.3193,1135.721,0.182298,33.494
2.70919,1.58482,1.21274,0.837,72.13,-0.2192,0.0667,0.2859,1041.3026,0.134213,31.182
3.0576,1.31999,1.18057,3.1706,69.11,-0.2263,-0.0057,0.2205,1070.4891,0.124793,28.991
3.48391,1.52186,1.45469,0.8067,69.7,-0.2191,0.0865,0.3056,959.676,0.136112,27.994
3.58616,1.1506,1.08429,1.5167,85.78,-0.2328,0.0855,0.3183,1268.4298,0.205694,35.733
2.59064,1.29616,1.24395,2.2029,78.57,-0.242,0.0743,0.3164,1163.7308,0.180485,36.103
2.39024,1.65667,1.27086,1.3985,77.8,-0.2379,0.0773,0.3153,1091.5044,0.182279,33.659
4.45474,0.91318,0.90464,2.1495,80.15,-0.2459,0.0728,0.3187,1386.9675,0.181516,34.944
2.42929,1.49379,1.19202,1.617,86.2,-0.2247,0.0865,0.3113,1177.7793,0.193748,35.147
2.54354,1.47485,1.12582,0.9444,70.95,-0.2318,0.0826,0.3145,1130.8936,0.158121,33.459
3.0055,1.23076,1.03473,4.1262,73,-0.2358,0.0115,0.2473,1188.4649,0.146573,33.058
2.8198,1.24319,1.02826,2.6774,81.55,-0.234,0.0769,0.3109,1263.7584,0.193886,36.289
2.74259,1.27075,1.0169,3.08,76.65,-0.24,-0.029,0.211,1231.3315,0.156861,32.971
3.73003,1.19831,1.0787,1.4922,84.74,-0.2248,0.0848,0.3095,1223.4382,0.195622,33.272
3.42334,1.35735,1.18752,3.1088,67.43,-0.2455,0.0445,0.29,1064.5719,0.135592,29.327
3.11918,1.15975,1.0807,1.5381,77.86,-0.2535,0.0641,0.3176,1237.6495,0.18236,34.59
2.7956,1.3955,1.11515,1.228,71.86,-0.2316,0.0533,0.2849,1119.7051,0.147221,31.727
2.69881,1.58933,1.15245,4.8675,71.98,-0.2514,0.0204,0.2718,1072.0005,0.149853,30.844
3.3597,1.25408,1.08499,1.7951,82.92,-0.2269,0.0817,0.3086,1219.8729,0.180996,34.043
2.54637,1.64872,1.31563,1.9874,77.78,-0.2229,0.0752,0.2981,1059.0382,0.170283,32.633
3.58279,1.23902,1.17086,3.7481,72.11,-0.2278,-0.0027,0.2251,1112.3344,0.134656,30.07
3.41793,1.52902,1.3903,1.5789,81.09,-0.2234,0.0795,0.3029,1022.8191,0.172148,30.049
3.26,1.31512,1.27648,0.0456,87.99,-0.2493,0.0905,0.3399,1150.826,0.209146,32.352
3.10617,1.35068,1.24666,2.6819,76.35,-0.2457,0.0717,0.3175,1115.6553,0.184488,31.717
2.7933,1.43248,1.0997,2.0495,66.39,-0.2658,-0.003,0.2628,1090.8771,0.12399,29.667
2.33252,1.38758,1.0808,1.3817,74.89,-0.2367,0.0394,0.2761,1155.886,0.134065,32.603
2.49538,1.38357,1.14667,0.0969,91.32,-0.2703,0.0799,0.3502,1243.9354,0.23116,35.729
2.68256,1.30377,0.89671,5.0284,80.98,-0.2314,-0.0328,0.1986,1278.2379,0.157842,34.236
3.35525,1.52916,1.21631,1.946,79.32,-0.2091,-0.0418,0.1673,1029.2922,0.147719,30.018
3.26312,1.15934,0.89857,1.3064,66.51,-0.2807,-0.0307,0.25,1253.6043,0.12318,31.108
3.62553,0.83518,0.7555,3.3874,87.25,-0.2357,-0.0216,0.214,1573.5598,0.181944,34.445
3.49552,1.07327,1.02185,1.187,84.85,-0.2151,0.0228,0.2379,1290.6523,0.182985,33.813
3.13978,1.25525,0.95883,5.8153,79.7,-0.2253,-0.0762,0.1491,1228.506,0.136134,32.128
4.23429,0.95125,0.86454,2.7294,67.2,-0.2802,-0.0145,0.2656,1301.808,0.112723,29.612
2.70934,1.09574,0.84705,1.2688,89.01,-0.2319,0.0277,0.2596,1462.6074,0.205634,36.42
3.10069,1.17001,0.89513,4.1199,77.76,-0.2511,0.0122,0.2632,1314.5974,0.172168,32.808
2.32511,1.58978,0.98304,4.1571,65.71,-0.2578,-0.0455,0.2123,1135.8744,0.124802,30.304
1.87793,1.29627,0.99425,4.1159,80.45,-0.276,0.0308,0.3068,1304.1018,0.16909,37.283
2.71495,1.04592,0.93533,0.0539,93.79,-0.2475,0.0809,0.3283,1452.1763,0.228228,38.541
2.54079,1.22292,1.01234,2.8827,71.58,-0.2363,0.0592,0.2955,1243.0515,0.157187,33.835
2.66372,1.52663,1.25536,2.1079,70.9,-0.2323,0.052,0.2843,1069.4931,0.159479,31.516
2.09067,1.43483,0.92938,3.2258,76.85,-0.2243,-0.0285,0.1958,1278.2085,0.168795,35.099
1.77148,1.25309,0.92339,1.1833,82.59,-0.2434,0.06,0.3034,1414.9453,0.202642,40.854
2.23899,1.52726,1.08359,1.3378,79.75,-0.2282,0.0727,0.3009,1200.417,0.179906,36.668
3.10994,1.17189,1.03639,2.4967,75.3,-0.2312,0.0568,0.288,1226.199,0.170661,34.294
4.25691,1.0681,0.98198,1.768,71.91,-0.2493,0.0595,0.3088,1217.9014,0.148089,30.36
2.68749,1.37748,1.15288,1.5081,77.57,-0.239,0.0631,0.3021,1146.8079,0.171158,32.813
3.89963,1.0261,0.9832,1.5201,79.03,-0.2171,0.063,0.2802,1293.211,0.17012,33.904
2.50912,1.44595,1.24944,2.3456,79.89,-0.2208,-0.0027,0.2181,1121.7822,0.170852,33.475
4.81013,0.88132,0.8767,4.4984,80.29,-0.2486,0.023,0.2716,1389.5413,0.159797,32.21
2.30474,1.44548,1.09177,0.0523,91.86,-0.287,0.0859,0.3729,1267.7341,0.231176,35.863
2.54567,1.42665,1.11375,1.4846,78.02,-0.2404,0.0761,0.3165,1175.6723,0.182702,34.093
2.30695,1.3923,1.11283,1.7821,84.51,-0.2389,0.0791,0.318,1244.7176,0.206683,34.82
2.72633,1.27013,1.0128,2.4504,77.15,-0.2447,-0.0291,0.2156,1222.6942,0.158251,31.578
2.30955,1.33038,1.13846,2.4224,81.59,-0.2273,0.0684,0.2957,1219.8474,0.192886,36.934
2.20555,1.561,1.1054,3.311,71.54,-0.2438,-0.033,0.2108,1120.9501,0.146763,31.739
2.77546,1.34771,1.15152,3.1462,81.12,-0.2442,0.069,0.3132,1183.6259,0.196339,34.041
3.74164,1.19058,1.14767,1.6011,81.4,-0.2528,0.0712,0.324,1161.7583,0.185565,30.635
2.65587,1.17448,0.95262,4.5251,85.28,-0.2636,0.0198,0.2834,1309.9549,0.17161,33.402
2.89407,1.35689,1.30384,1.4424,81.63,-0.2319,0.0248,0.2567,1097.9135,0.185545,31.71
3.2961,1.10473,0.87004,3.8894,78.55,-0.2457,-0.0292,0.2165,1339.1488,0.158406,33.497
2.84201,1.29361,1.12713,1.3574,79.89,-0.2211,0.0089,0.23,1164.2183,0.171312,33.213
2.75749,1.42359,1.02273,2.919,79.46,-0.2019,0.0148,0.2167,1196.8186,0.160998,32.581
2.523,1.32617,0.96798,4.2834,69.35,-0.2719,-0.0149,0.257,1229.6725,0.134448,31.131
2.78884,1.34343,1.00857,4.472,75.52,-0.2604,0.0118,0.2722,1212.8215,0.160047,31.381
2.42066,1.50465,1.15466,0.8199,67.77,-0.2372,-0.0068,0.2304,1079.5832,0.125808,31.216
3.44286,1.00513,0.88154,4.124,70.72,-0.2732,-0.056,0.2172,1296.5101,0.123565,31.211
3.73321,0.82889,0.79278,3.7772,79.86,-0.2444,-0.0166,0.2278,1513.0583,0.180118,36.546
2.9245,1.03364,0.82621,1.2111,89.88,-0.2332,0.0254,0.2586,1496.4967,0.204556,37.405
1.89276,1.44922,0.88904,3.6888,77.8,-0.223,-0.024,0.199,1346.6194,0.167985,34.946
2.99776,1.05125,0.85116,3.3008,81.4,-0.2438,0.058,0.3017,1425.0144,0.206462,37.217
2.05364,1.42926,1.15985,4.1859,71.46,-0.2495,-0.0384,0.2111,1165.0142,0.15737,33.932
4.93404,0.63885,0.60761,2.8161,87.66,-0.2459,-0.0186,0.2273,1895.5442,0.204109,36.732
2.85362,0.99978,0.85421,1.4873,86.37,-0.2242,0.0775,0.3017,1489.9557,0.21453,41.056
2.27531,1.20298,0.87837,1.9711,64.45,-0.2627,-0.0677,0.195,1277.2712,0.10839,31.927
4.27215,1.01381,0.95174,1.6691,83.86,-0.2514,0.0974,0.3488,1345.865,0.18249,32.695
3.40966,0.99903,0.89631,1.5274,78.84,-0.2453,-0.0286,0.2167,1371.8992,0.157075,33.34
3.48655,0.72053,0.63113,1.717,93.13,-0.2451,-0.0303,0.2148,1754.3478,0.132776,34.541
2.8986,0.99921,0.93365,3.1236,78.43,-0.2476,0.0635,0.3112,1386.8535,0.191978,39.533
3.33069,0.93965,0.87305,1.9046,79.82,-0.2474,0.0695,0.317,1417.4786,0.180965,36.761
2.86458,0.93202,0.81625,2.802,79.88,-0.2349,0.0333,0.2682,1489.133,0.18151,37.039
4.24796,0.64064,0.63708,4.4344,80.96,-0.2732,0.0113,0.2845,1836.931,0.180891,35.599
3.12381,1.14985,0.98179,2.3142,78.23,-0.2402,0.0602,0.3004,1289.3295,0.18156,34.629
2.59145,1.23529,0.99117,2.5684,78.59,-0.2307,0.07,0.3007,1279.3789,0.181323,35.445
2.33106,1.40907,1.06824,3.2164,75.73,-0.2664,0.0272,0.2936,1159.9822,0.148131,31.8
2.95315,1.1409,1.12168,3.8016,78.74,-0.2375,-0.0003,0.2372,1224.7483,0.171444,32.176
2.6991,1.43707,1.09954,4.5606,72.86,-0.2416,0.0279,0.2695,1134.8686,0.147671,30.982
3.36693,1.05998,0.92803,2.0298,77.73,-0.2493,-0.0308,0.2185,1314.8701,0.157284,32.974
3.46233,1.10405,1.0445,1.1151,86.09,-0.2442,0.0826,0.3268,1302.5977,0.206099,35.639
3.18383,1.26199,1.14502,2.6257,75.96,-0.2425,0.0123,0.2547,1137.8069,0.160873,30.428
2.90627,1.51311,1.23408,1.548,70.56,-0.2377,0.0626,0.3004,1064.0275,0.160008,30.306
2.19435,1.35959,1.05446,1.3545,86.59,-0.2349,0.0296,0.2645,1269.0746,0.205072,37.865
2.47566,1.2073,0.9781,0.2464,93.51,-0.2344,0.0336,0.268,1373.1772,0.230017,37.678
4.4846,0.96763,0.82503,5.8069,71.82,-0.2614,-0.0443,0.2171,1333.5161,0.136544,30.723
4.07536,0.9365,0.80233,1.8912,84.15,-0.2361,0.0348,0.2709,1502.7548,0.194582,35.431
2.54959,1.20532,0.89255,1.6647,78.23,-0.2519,0.0269,0.2788,1362.7272,0.169802,34.152
2.31818,1.0868,0.78729,1.1614,89.64,-0.2458,0.0843,0.3301,1575.0613,0.228948,38.114
3.16809,0.98073,0.90396,2.3981,82.08,-0.2428,0.0565,0.2993,1452.2639,0.20331,38.837
2.49761,1.22761,1.02478,5.2243,71.84,-0.2482,0.019,0.2673,1230.7839,0.161442,32.612
3.87162,1.04615,0.93837,1.4643,86.14,-0.2459,0.0917,0.3376,1377.3776,0.205807,35.859
3.2375,1.31926,1.18069,1.1831,77.69,-0.2337,0.0855,0.3192,1151.371,0.183875,31.965
2.42716,1.48158,0.95531,6.8335,79.67,-0.2178,-0.0423,0.1755,1191.7645,0.149262,31.261
2.6337,1.42097,1.0029,5.0301,65.62,-0.2771,0.0396,0.3167,1171.0762,0.136015,30.167
2.20638,1.49066,1.15907,1.3573,74.79,-0.2402,0.0708,0.311,1175.8249,0.180404,36.461
2.45108,1.17224,0.86756,1.202,82.18,-0.2496,0.0876,0.3372,1435.6177,0.205357,36.344
2.57502,1.36078,0.98303,3.5749,79.45,-0.2133,0.0334,0.2467,1258.975,0.184968,33.683
2.83263,1.15058,0.89564,0.9115,82.36,-0.2402,0.0845,0.3247,1384.3966,0.206457,35.439
4.00907,0.8504,0.80051,3.8394,79.43,-0.2409,0.0314,0.2723,1529.6418,0.170259,34.298
7.02421,0.57064,0.56196,2.8118,90.53,-0.2418,0.0224,0.2642,2064.9294,0.192403,36.476
5.98757,0.49864,0.48298,3.0343,82.11,-0.2382,-0.0082,0.23,2283.9553,0.166658,36.99
4.48451,0.51761,0.49197,3.279,79.42,-0.2556,0.0204,0.276,2241.1599,0.156122,37.143
4.56281,0.58985,0.535,2.6676,81.87,-0.2777,-0.0812,0.1965,1997.3302,0.121425,33.249
2.37559,1.06639,0.7888,2.978,83.07,-0.2416,0.0306,0.2722,1501.5691,0.16832,38.113
2.97973,1.06461,0.84623,1.0528,81.15,-0.2471,0.0213,0.2684,1436.0816,0.181902,36.47
4.72902,0.71442,0.64271,5.9997,72.42,-0.2507,0.0202,0.2709,1739.031,0.14703,36.049
7.16791,0.53691,0.50416,0.7885,80.64,-0.2477,-0.0127,0.235,2148.2672,0.15722,36.227
2.25241,0.78847,0.61068,0.6633,94.2,-0.2453,0.0419,0.2873,1899.2419,0.178627,39.719
2.04973,1.1951,0.98819,1.2315,84.39,-0.2622,0.0148,0.2769,1342.2741,0.153608,39.193
3.71636,0.77464,0.75099,3.2019,79.52,-0.2464,0.031,0.2774,1590.4022,0.191702,39.91
2.54849,1.11832,0.94641,3.3255,75.58,-0.2435,0.0277,0.2711,1333.0027,0.170038,38.283
2.37024,0.9545,0.72688,3.0304,80.25,-0.2705,-0.072,0.1985,1572.4202,0.155501,37.043
3.31875,0.7694,0.65794,3.4595,83.43,-0.297,0.0126,0.3095,1738.1116,0.191873,39.422
2.82812,0.86414,0.82021,0.9957,89.79,-0.2501,0.0857,0.3358,1606.5267,0.226793,40.574
1.83431,1.19164,0.76441,6.5127,79.99,-0.2364,0.036,0.2724,1528.2966,0.193853,37.059
4.78584,0.56883,0.52533,2.8938,77.69,-0.2564,-0.0276,0.2288,2074.4684,0.177527,37.82
1.96423,1.19527,0.82983,3.1201,75.53,-0.2543,0.0116,0.2659,1386.1002,0.145251,35.393
1.88883,1.25664,0.91373,2.88,78.58,-0.2393,0.0627,0.302,1399.9233,0.193145,37.104
1.92787,1.00304,0.68723,3.1128,84.73,-0.2654,0.0171,0.2825,1663.0327,0.167655,37.447
3.10773,1.05915,0.92279,1.3072,85.95,-0.2618,0.08,0.3419,1366.7637,0.206132,35.84
2.26976,1.0409,0.81161,4.6559,80.59,-0.2801,0.0274,0.3075,1475.3707,0.16904,36.626
3.06125,0.99224,0.93428,1.987,82.05,-0.2439,0.0285,0.2724,1407.078,0.19385,35.678
2.55958,1.13371,0.9872,0.9195,81.64,-0.2469,0.0849,0.3318,1371.5996,0.204551,36.992
1.82477,1.02158,0.7146,1.4633,88.74,-0.2273,0.0588,0.2861,1649.9017,0.179998,38.148
1.85555,1.30476,0.89219,5.1092,81.52,-0.2241,0.0324,0.2565,1385.7815,0.170809,36.546
2.12722,1.30872,0.95389,3.6781,76.8,-0.2439,0.0292,0.2732,1297.4103,0.159153,33.496
3.84235,0.96288,0.9187,1.451,85.42,-0.2395,0.0856,0.3251,1424.3977,0.206761,34.477
3.77583,1.05903,0.95869,2.2308,75.6,-0.2288,0.0637,0.2925,1289.3539,0.157561,31.935
4.37197,0.93587,0.8582,1.463,71.39,-0.2471,0.0123,0.2594,1344.7041,0.147987,31.147
2.90598,0.94526,0.84397,1.2281,86.13,-0.2419,0.0808,0.3227,1489.1745,0.205374,36.9
3.6105,1.11928,1.05034,1.2388,72.44,-0.2445,0.0051,0.2496,1213.4895,0.147816,30.45
2.54793,0.8564,0.79184,1.3067,90.04,-0.2521,0.0784,0.3305,1635.9026,0.226309,41.98
2.3113,1.2851,0.89478,3.4505,77.73,-0.2371,0.0369,0.274,1319.7671,0.170091,35.079
4.04397,0.95935,0.87981,2.2095,79.52,-0.2113,0.0701,0.2814,1387.179,0.170505,32.37
3.47819,0.89292,0.80411,0.8374,88.13,-0.2492,0.0902,0.3394,1555.6919,0.205577,35.289
3.14221,0.89354,0.80897,1.2227,86.06,-0.2414,0.0818,0.3232,1552.5151,0.204935,37.125
3.03759,0.88943,0.76516,4.1232,79.34,-0.2672,0.0139,0.2812,1571.2311,0.181273,35.516
4.39904,0.70759,0.65883,0.1831,96.02,-0.234,0.0272,0.2612,1855.1007,0.229064,38.103
4.1317,0.72926,0.699,2.2218,79.92,-0.2407,0.0352,0.2759,1640.5357,0.155743,37.496
2.84986,0.82856,0.77154,2.025,80.06,-0.2466,-0.024,0.2225,1611.8358,0.179152,36.89
2.85017,0.93229,0.78321,6.0057,77.8,-0.2458,0.0321,0.2779,1484.6588,0.157962,33.955
5.64771,0.65857,0.63781,2.7006,79.83,-0.258,0.0728,0.3308,1768.4603,0.181219,34.929
4.13387,0.96454,0.87201,2.4453,76.32,-0.2089,0.0699,0.2788,1363.6093,0.17065,32.491
4.85364,0.68872,0.63682,1.338,82.62,-0.2387,0.0763,0.315,1801.3718,0.205442,36.814
2.31053,1.01809,0.77112,5.3251,79.64,-0.271,0.0273,0.2984,1488.2435,0.170914,34.468
4.39735,0.87566,0.75928,2.6152,76.91,-0.2454,0.0285,0.274,1509.5945,0.171728,32.493
4.01944,0.87687,0.76094,1.3853,83.57,-0.246,0.0913,0.3373,1587.0224,0.206536,35.211
3.27266,0.72491,0.63429,2.9546,86.75,-0.2403,0.0323,0.2726,1840.0206,0.192715,36.586
4.46374,0.66731,0.58871,20.8468,76.64,-0.149,-0.0438,0.1052,1824.5058,0.145981,34.627
6.92653,0.60814,0.56493,5.1624,72.43,-0.2621,-0.0165,0.2456,1929.7843,0.145798,34.065
3.13515,0.7066,0.66982,4.1343,90.4,-0.3073,0.0445,0.3519,1831.7675,0.215359,41.035
2.25988,1.24297,0.97649,3.2876,76.23,-0.228,0.0632,0.2912,1312.7299,0.181563,37.876
4.58326,0.49865,0.46721,1.0295,94.72,-0.2492,0.0838,0.3331,2477.6987,0.249598,42.869
3.07135,0.72865,0.60805,4.1285,77.83,-0.262,0.0156,0.2775,1827.4432,0.168035,36.662
3.45836,0.77913,0.73813,1.0897,82.95,-0.2424,0.0771,0.3195,1677.6704,0.203678,37.474
4.79344,0.68366,0.6614,1.7579,86.84,-0.2432,0.0851,0.3283,1825.6878,0.204672,36.133
4.87965,0.66726,0.62329,4.1539,78.09,-0.2481,0.0383,0.2864,1814.7309,0.169569,34.677
4.31437,0.60581,0.55866,3.9981,78.71,-0.2496,-0.0279,0.2217,1969.8111,0.168777,35.014
4.54098,0.70269,0.63592,3.8976,73.18,-0.269,0.0084,0.2774,1750.0794,0.157899,32.95
4.47449,0.55517,0.52271,2.553,85.52,-0.2543,0.0186,0.273,2184.8838,0.19111,38.95
3.02088,0.7805,0.65844,2.5574,67.91,-0.2633,-0.0829,0.1804,1683.1942,0.13221,33.242
4.22387,0.55944,0.51344,1.3105,90.16,-0.2513,0.0415,0.2928,2216.0427,0.201707,40.584
4.40068,0.57307,0.55244,0.9462,90.86,-0.2498,0.0839,0.3337,2136.4815,0.227035,39.913
2.56576,0.88295,0.68971,6.579,80.27,-0.2357,0.0368,0.2725,1665.7035,0.194129,36.432
2.90981,0.61863,0.53096,4.7961,81.91,-0.2441,0.0267,0.2708,2074.6202,0.181237,36.689
3.63727,1.33639,0.98965,3.1072,83.04,-0.22,0.0091,0.2291,1138.4281,0.114142,27.988
4.74471,0.88487,0.8295,2.666,81.36,-0.2305,0.0263,0.2568,1424.9696,0.161905,30.614
4.3111,1.78245,1.26106,3.8014,69.05,-0.268,-0.0918,0.1762,875.6141,0.081904,21.478
4.22793,1.68719,1.4564,1.9424,69.96,-0.2404,-0.0003,0.2401,875.7897,0.117265,24.328
4.14707,1.60029,1.25858,3.3444,70.4,-0.2031,0.0194,0.2226,945.9406,0.116545,25.371
5.40168,0.93682,0.82496,3.2957,75.15,-0.2196,0.0041,0.2237,1356.5318,0.137384,29.317
3.47224,1.54878,1.11468,4.4485,74.54,-0.2011,0.0156,0.2167,1053.5609,0.13968,27.959
3.80037,1.59771,1.13744,3.819,75.52,-0.1873,-0.0074,0.1799,1001.941,0.115824,26.362
3.95191,1.50036,1.10283,2.9115,72.79,-0.2353,-0.0467,0.1886,1020.6234,0.115563,24.983
5.31241,0.80884,0.71235,6.7154,74.42,-0.2785,-0.0135,0.265,1522.9512,0.112473,28.993
3.67085,1.00581,0.9171,0.5151,74.25,-0.2319,-0.0124,0.2195,1291.7174,0.13657,30.731
3.34307,1.18406,0.95341,0.5557,75.06,-0.2603,-0.0073,0.253,1210.063,0.12507,30.666
2.54574,1.24807,1.02385,2.7645,77.41,-0.211,0.0402,0.2512,1246.6225,0.159473,34.504
3.95179,1.00833,0.96017,1.1709,79.53,-0.208,0.0121,0.2202,1323.8689,0.160489,33.817
3.84936,0.9142,0.87522,2.6541,69.77,-0.2803,-0.0456,0.2347,1346.2663,0.13523,31.329
2.54326,1.36935,1.01439,1.5217,73.38,-0.2534,-0.0054,0.248,1201.1082,0.147868,33.331
3.74528,1.27187,1.0379,1.7347,70.16,-0.2567,-0.0083,0.2484,1125.4295,0.12556,28.873
3.12052,1.20039,0.88329,3.1011,71.81,-0.2094,0.029,0.2384,1266.9758,0.135955,33.44
3.4132,1.06964,0.81858,13.2703,86.82,-0.191,-0.0572,0.1337,1343.4883,0.124334,32.018
3.48895,1.67297,1.13881,4.0948,69.74,-0.2317,-0.0189,0.2127,995.3552,0.103989,25.877
3.09495,1.62753,1.08085,2.6494,81.86,-0.2041,-0.0095,0.1946,1084.1158,0.139036,28.755
2.46925,1.78898,1.04403,2.6239,68.11,-0.251,-0.0609,0.19,1063.7233,0.100462,28.923
2.47202,1.46483,0.92706,5.6466,76.88,-0.2265,-0.0344,0.1921,1215.5132,0.124715,31.363
3.21805,1.44323,1.0025,1.7542,67.51,-0.2628,-0.0644,0.1984,1097.5097,0.102478,28.508
5.91442,0.94368,0.86433,3.41,73.85,-0.2542,-0.0198,0.2344,1330.8142,0.123865,29.086
3.17435,1.57071,1.07306,3.0629,71.75,-0.213,-0.0053,0.2077,1085.3939,0.125424,28.091
3.84976,1.32638,1.11943,3.0907,77.87,-0.1843,0.0278,0.2121,1106.8263,0.151812,29.446
2.8009,1.53149,1.05522,4.8577,76.65,-0.2051,0.0143,0.2194,1128.6783,0.137979,30.153
6.69806,0.66003,0.60533,2.9102,90.4,-0.2206,-0.0107,0.2099,1815.8344,0.137593,31.06
1.85525,1.76892,0.97038,2.7198,83.64,-0.2204,0.0041,0.2246,1210.214,0.136511,32.279
3.74572,0.8691,0.79371,2.3953,86.67,-0.2275,0.0295,0.257,1567.4005,0.183529,35.039
3.96154,0.97963,0.83225,4.266,79.98,-0.2652,-0.0445,0.2206,1382.5586,0.13648,30.362
3.52228,1.27843,0.999,3.6869,77.63,-0.2528,0.02,0.2728,1195.7008,0.150104,29.079
5.49838,0.68565,0.66611,6.0552,77.22,-0.2791,-0.0117,0.2674,1728.7239,0.160148,31.396
2.08172,1.87077,1.06293,3.227,67.78,-0.2184,0.0321,0.2505,1101.8224,0.124442,31.127
3.02501,1.26034,0.96581,2.1298,79.39,-0.1967,0.0392,0.2359,1256.042,0.161283,34.609
3.14548,1.01215,0.77792,2.696,83.66,-0.1846,0.0319,0.2166,1489.0036,0.172022,34.695
3.7598,0.98458,0.83155,2.8998,75.35,-0.1919,0.0556,0.2475,1395.7885,0.148692,33.631
2.68108,1.4591,1.05526,5.2068,78.86,-0.2164,0.0117,0.2281,1173.8811,0.159789,33.068
3.24008,1.42685,0.99679,0.7302,68.27,-0.239,-0.0918,0.1473,1095.6658,0.10051,28.751
3.85784,1.1138,0.87374,4.7217,78.55,-0.2388,-0.0338,0.205,1300.633,0.135801,31.346
3.05726,1.62626,1.09819,2.8028,78.99,-0.1803,0.0265,0.2068,1084.145,0.151471,29.246
4.0429,1.15025,0.90058,2.298,76.6,-0.2203,-0.0353,0.185,1213.7656,0.100948,30.037
3.33121,1.38556,0.98514,4.422,77.83,-0.2196,-0.0395,0.1801,1149.8447,0.125788,30.962
